position	sentiment
0	0.1
12	0.1
63	0.0444444444444
124	0.0444444444444
266	0.0145833333333
355	0.0604166666667
459	0.0604166666667
502	0.0604166666667
599	0.11875
686	0.164583333333
759	0.13125
827	0.13125
883	0.0875
938	0.133333333333
1056	0.172222222222
1092	0.155555555556
1108	0.152083333333
1185	0.0895833333333
1435	0.0958333333333
1471	0.09375
1486	0.0354166666667
1544	-0.0104166666667
1582	-0.0104166666667
1716	-0.04375
1838	-0.0180555555556
1975	-0.0638888888889
2081	-0.0414930555556
2284	-0.0248263888889
2381	-0.0248263888889
2504	-0.0498263888889
2607	-0.0560763888889
2628	-0.0539930555556
2934	-0.0289930555556
2963	-0.0289930555556
3042	-0.0289930555556
3169	0.0105902777778
3333	0.0411458333333
3384	0.0890625
3424	0.0333333333333
3546	0.0333333333333
3566	0.0833333333333
3753	0.1625
3899	0.1625
4004	0.1625
4135	0.151388888889
4215	0.1625
4297	0.205555555556
4436	0.209722222222
4612	0.180555555556
4780	0.117013888889
4833	0.143171296296
4914	0.143171296296
5129	0.134143518519
5178	0.0966435185185
5257	0.0549768518519
5465	0.0549768518519
5538	0.041087962963
5563	0.0299768518519
5707	-0.0130787037037
5784	-0.0484953703704
5884	-0.0373842592593
6031	-0.0217592592593
6158	0.0159722222222
6331	-0.000694444444444
6418	-0.0527777777778
6514	-0.0555555555556
6599	-0.0680555555556
6645	-0.0569444444444
6703	-0.0569444444444
6779	-0.0569444444444
7004	-0.0777777777778
7142	-0.0944444444444
7281	-0.105555555556
7354	-0.105555555556
7437	-0.136111111111
7524	-0.0715277777778
7628	-0.0395833333333
7755	0.00902777777778
7827	0.0631944444444
7842	0.0520833333333
7955	0.0791666666667
8107	0.0791666666667
8232	0.0583333333333
8373	0.0611111111111
8445	0.0361111111111
8490	0.0819444444444
8673	0.140277777778
8729	0.0923611111111
8927	0.0798611111111
9083	0.0340277777778
9240	0.0340277777778
9409	0.0340277777778
9586	-0.0180555555556
9637	-0.00138888888889
9745	0.0680555555556
9814	0.0819444444444
9873	0.106944444444
9887	-0.0147222222222
9912	-0.0563888888889
9955	-0.0563888888889
10116	-0.0647222222222
10157	-0.0647222222222
10247	-0.0647222222222
10368	-0.0480555555556
10499	-0.0988888888889
10586	-0.115555555556
