position	sentiment
0	0.00694444444444
37	0.00694444444444
166	0.00694444444444
298	-0.0125
477	-0.0125
641	-0.0131944444444
642	0.00347222222222
690	0.00347222222222
691	0.03125
767	0.0305555555556
768	0.0305555555556
892	0.0111111111111
950	0.0111111111111
951	0.0111111111111
1057	0.0111111111111
1058	0.00277777777778
1103	0.00277777777778
1104	0.00277777777778
1168	0.00277777777778
1337	0.00277777777778
1370	-0.00833333333333
1536	-0.00833333333333
1537	0.0222222222222
1620	0.0222222222222
1621	0.0222222222222
1711	0.0222222222222
1712	0.0222222222222
1869	0.0305555555556
2095	0.0305555555556
2096	-0.0111111111111
2144	-0.0111111111111
2145	-0.0111111111111
2252	-0.0152777777778
2253	-0.0152777777778
2257	-0.0541666666667
2436	-0.0541666666667
2494	-0.0958333333333
2495	-0.0958333333333
2786	-0.109722222222
2787	-0.106944444444
2975	-0.106944444444
2976	-0.0652777777778
3084	-0.0625
3230	-0.0541666666667
3385	-0.05
3637	-0.05
3638	-0.0416666666667
3708	-0.0416666666667
3783	0.0
4018	1.73472347598e-18
4059	0.0138888888889
4099	0.0111111111111
4100	0.0111111111111
4108	0.0111111111111
4115	0.00833333333333
4136	0.0
4137	0.0
4186	0.0333333333333
4187	0.0333333333333
4251	0.0541666666667
4258	0.0666666666667
4286	0.0666666666667
4287	0.125
4323	0.125
4324	0.15
4472	0.15
4580	0.15
4674	0.15
4805	0.15
4806	0.116666666667
5032	0.0944444444444
5033	0.0736111111111
5109	0.0583333333333
5110	0.0583333333333
5163	3.46944695195e-18
5164	3.46944695195e-18
5255	-0.025
5256	-0.025
5346	-0.0472222222222
5347	-0.0472222222222
5419	-0.0472222222222
5420	-0.0472222222222
5452	-0.0208333333333
5453	-0.0208333333333
5598	0.0486111111111
5637	0.0486111111111
5714	0.0486111111111
5892	0.0486111111111
6025	0.0486111111111
6108	0.0486111111111
6436	0.116666666667
6656	0.116666666667
6657	0.123148148148
6840	0.181481481481
6912	0.177314814815
6913	0.181944444444
7080	0.111111111111
7160	0.111111111111
7295	0.105555555556
7445	0.105555555556
7446	0.105555555556
7885	0.102777777778
7952	0.0569444444444
7953	0.00277777777778
8047	-0.0037037037037
8163	-0.0805555555556
8164	-0.0805555555556
8279	-0.0851851851852
8280	-0.0810185185185
8456	-0.0810185185185
8457	-0.075462962963
8814	-0.075462962963
8836	-0.075462962963
8859	-0.0969907407407
8993	-0.0969907407407
8998	-0.0428240740741
9024	-0.0428240740741
9107	0.0381944444444
9297	0.0381944444444
9585	0.0381944444444
9614	0.0381944444444
9781	0.0381944444444
9803	0.0381944444444
9918	0.0381944444444
10081	0.100694444444
10082	0.125
