position	sentiment
0	0.157407407407
24	0.157407407407
233	0.157407407407
357	0.240740740741
358	0.240740740741
398	0.22037037037
533	0.159953703704
611	0.159953703704
612	0.10162037037
707	0.08125
708	0.08125
778	0.0854166666667
879	0.115972222222
932	0.115972222222
982	0.115972222222
1054	0.0159722222222
1055	0.0159722222222
1163	0.0159722222222
1196	0.0180555555556
1197	0.101388888889
1271	0.0972222222222
1361	0.0972222222222
1362	0.0972222222222
1432	0.0930555555556
1470	0.0625
1549	0.120833333333
1624	0.120833333333
1735	0.1375
1857	0.1375
1899	0.1375
1968	0.1375
2160	0.0541666666667
2251	0.0583333333333
2282	0.0583333333333
2344	0.0583333333333
2345	0.0583333333333
2388	0.0583333333333
2389	0.0291666666667
2415	0.0291666666667
2480	0.0291666666667
2537	0.0291666666667
2609	0.00625
2641	0.00625
2794	0.00625
2795	0.00625
2841	0.00625
2842	0.00625
2901	0.00625
2902	0.00625
2951	-0.0229166666667
2952	-0.0229166666667
2994	-0.0145833333333
2995	-0.0145833333333
3046	0.0541666666667
3047	0.0541666666667
3097	0.0541666666667
3098	0.0541666666667
3162	0.0541666666667
3163	0.0541666666667
3211	0.0541666666667
3244	0.0541666666667
3245	0.0847222222222
3276	0.0847222222222
3381	0.0930555555556
3382	0.0930555555556
3427	0.0472222222222
3428	0.120347222222
3488	0.120347222222
3489	0.120347222222
3567	0.120347222222
3568	0.153680555556
3673	0.153680555556
3785	0.162013888889
3786	0.131458333333
3825	0.131458333333
3826	0.114791666667
3910	0.114791666667
3911	0.145347222222
4057	0.0173611111111
4058	0.0173611111111
4125	0.0340277777778
4162	0.0340277777778
4163	0.000694444444444
4337	0.000694444444444
4530	-0.00763888888889
4531	0.0756944444444
4615	0.159027777778
4616	0.159027777778
4727	0.209027777778
4728	0.178472222222
4814	0.233333333333
4883	0.241666666667
4967	0.267592592593
5086	0.267592592593
5142	0.267592592593
5219	0.267592592593
5220	0.267592592593
5284	0.226851851852
5452	0.106018518519
5536	0.106018518519
5628	0.0560185185185
5689	0.0560185185185
5696	0.0560185185185
5832	0.0539351851852
5909	0.0175925925926
5910	0.0175925925926
5962	0.0175925925926
5963	0.0175925925926
6055	0.0238425925926
6117	-0.01875
6142	0.03125
6145	0.03125
6187	0.08125
6188	0.08125
6261	0.08125
6304	0.075
6345	0.06875
6401	0.06875
6557	0.06875
6558	0.06875
6660	0.0625
6742	0.0625
6802	0.05
6914	0.05
6915	0.0
7001	0.0229166666667
7036	0.0229166666667
7087	0.0229166666667
7088	0.0229166666667
7131	0.0229166666667
7168	0.0645833333333
7249	0.0645833333333
7335	0.0645833333333
7336	0.0645833333333
7386	0.0756944444444
7387	0.109027777778
7428	0.109027777778
7429	0.0861111111111
7456	0.0861111111111
7457	0.0861111111111
7514	0.0861111111111
7659	0.0861111111111
7713	0.0444444444444
7770	0.0444444444444
7771	0.0777777777778
