position	sentiment
0	-0.0138888888889
36	-0.0138888888889
186	-0.0138888888889
239	-0.0305555555556
318	0.0388888888889
360	0.0611111111111
483	0.0652777777778
640	0.0652777777778
722	0.0833333333333
825	0.0666666666667
999	0.169444444444
1122	0.227777777778
1215	0.227777777778
1302	0.227777777778
1479	0.216666666667
1576	0.263888888889
1764	0.208333333333
1888	0.211111111111
1986	0.25625
2200	0.261805555556
2352	0.247916666667
2486	0.247916666667
2662	0.164583333333
2791	0.10625
2939	0.10625
3169	0.10625
3238	0.161111111111
3336	0.130555555556
3410	0.136111111111
3474	0.136111111111
3554	0.0909722222222
3815	0.120833333333
3951	0.1875
4038	0.1875
4140	0.129166666667
4235	0.129166666667
4261	0.129166666667
4382	0.143055555556
4499	0.111805555556
4627	0.109027777778
4692	0.142361111111
4900	0.100694444444
5007	0.0923611111111
5268	0.0652777777778
5370	-0.00138888888889
5470	-0.00138888888889
5567	0.0458333333333
5620	0.0902777777778
5748	0.115277777778
5912	0.101388888889
6019	0.0888888888889
6087	0.102083333333
6286	0.0791666666667
6434	0.0791666666667
6509	0.105277777778
6510	0.105277777778
6627	0.105277777778
6661	0.105277777778
6761	0.154583333333
6796	0.110138888889
6986	0.0740277777778
7088	0.04625
7146	0.0184722222222
7183	0.00180555555556
7298	-0.00590277777778
7413	0.00104166666667
7523	-0.0167361111111
7581	-0.0250694444444
7706	-0.0250694444444
7838	-0.0250694444444
8009	-0.0799305555556
8261	-0.107708333333
8303	-0.0674305555556
8381	-0.0479861111111
8430	0.00270833333333
8506	0.050625
8618	0.0479166666667
8841	0.0618055555556
8947	0.0618055555556
9038	0.0618055555556
9132	0.0826388888889
9315	0.0826388888889
9504	0.140972222222
9627	0.191666666667
