position	sentiment
0	0.273611111111
37	0.273611111111
144	0.21412037037
145	0.168287037037
208	0.122453703704
311	0.13912037037
458	0.18287037037
530	0.178703703704
722	0.178703703704
723	0.178703703704
781	0.13287037037
843	0.0481481481481
911	0.00231481481481
992	-0.012962962963
1060	-0.0534722222222
1134	-0.0534722222222
1135	-0.0118055555556
1342	0.00694444444444
1404	-0.0284722222222
1488	-0.0243055555556
1535	-0.0159722222222
1536	-0.0159722222222
1700	-0.0326388888889
1775	0.00625
1805	0.00625
1860	0.0520833333333
1938	0.136805555556
1979	0.136805555556
2065	0.153472222222
2253	0.134722222222
2254	0.177777777778
2299	0.223611111111
2432	0.281944444444
2433	0.281944444444
2527	0.273611111111
2626	0.273611111111
2738	0.273611111111
2848	0.227777777778
2922	0.238888888889
2923	0.272222222222
3065	0.249305555556
3100	0.232638888889
3101	0.189583333333
3153	0.14375
3283	0.0854166666667
3332	0.0854166666667
3369	0.110416666667
3399	0.0875
3493	0.0875
3494	0.0333333333333
3537	-0.00833333333333
3538	0.0166666666667
3583	-0.01875
3624	-0.01875
3682	-0.00833333333333
3777	8.67361737988e-18
3806	0.0354166666667
3896	-0.0229166666667
3897	0.0180555555556
4022	-0.0173611111111
4097	0.0263888888889
4277	0.0805555555556
4344	0.0805555555556
4455	0.0222222222222
4537	0.0222222222222
4578	0.0263888888889
4639	0.0159722222222
4690	0.00763888888889
4731	-0.0277777777778
4797	0.0305555555556
4854	-0.00625
4941	0.0520833333333
4942	0.00833333333333
