position	sentiment
0	0.201388888889
23	0.201388888889
24	0.190277777778
82	0.190277777778
194	0.167361111111
238	0.167361111111
311	0.192361111111
373	0.192361111111
450	0.192361111111
570	0.192361111111
677	0.169444444444
741	0.215277777778
835	0.170833333333
879	0.10625
981	0.0729166666667
982	0.0729166666667
1010	0.0729166666667
1083	0.0729166666667
1084	0.0479166666667
1181	0.0479166666667
1182	0.0479166666667
1224	0.0479166666667
1225	0.0479166666667
1271	0.00208333333333
1464	0.00208333333333
1465	0.0
1550	0.0
1551	0.0
1585	0.0
1612	0.0
1664	-0.0416666666667
1720	-0.0416666666667
1736	-0.0416666666667
1737	-0.0416666666667
1776	-0.0416666666667
1777	-0.0416666666667
1888	-0.0416666666667
1936	-0.0416666666667
1937	-0.0416666666667
1981	-0.0416666666667
2086	-0.0416666666667
2170	-0.0416666666667
2212	0.0
2292	0.0
2293	-0.0291666666667
2318	-0.0291666666667
2355	-0.0291666666667
2356	-0.0291666666667
2381	-0.0291666666667
2436	-0.0430555555556
2548	-0.0430555555556
2604	-0.0430555555556
2688	-0.0854166666667
2744	-0.0854166666667
2771	-0.0854166666667
2998	-0.0854166666667
3057	-0.05625
3133	-0.0986111111111
3206	-0.0986111111111
3207	-0.0986111111111
