position	sentiment
0	-0.105555555556
30	-0.105555555556
117	-0.0416666666667
171	-0.0583333333333
295	-0.0208333333333
344	0.00121527777778
392	0.0539930555556
447	0.0845486111111
574	0.103993055556
631	0.128993055556
734	0.138715277778
841	0.122048611111
941	0.194965277778
1074	0.194965277778
1127	0.164409722222
1267	0.199548611111
1375	0.153715277778
1503	0.156666666667
1652	0.123333333333
1902	0.0927777777778
2009	0.110833333333
2148	0.110833333333
2233	0.0927777777778
2310	0.0969444444444
2363	0.0573611111111
2486	0.0573611111111
2564	0.0573611111111
2608	0.0555555555556
2717	0.0555555555556
2802	0.0555555555556
2978	0.0888888888889
3077	0.0888888888889
3083	0.0708333333333
3281	0.0708333333333
