position	sentiment
0	-0.0147222222222
14	-0.0147222222222
131	-0.0175
199	-0.0175
430	0.0304166666667
490	-0.0184722222222
491	-0.00180555555556
666	-0.00180555555556
779	0.00652777777778
780	-0.0423611111111
916	0.00555555555556
939	0.0462962962963
1059	0.105324074074
1104	0.105324074074
1105	0.0525462962963
1159	0.0358796296296
1160	0.0358796296296
1332	0.0358796296296
1361	-0.00856481481481
1362	-0.00856481481481
1462	-0.00856481481481
1523	-0.000231481481481
1524	-0.000231481481481
1591	-0.0409722222222
1613	-0.1
1651	-0.1
1783	-0.0444444444444
1802	0.00555555555556
1851	0.00555555555556
1965	0.00555555555556
2081	0.0416666666667
2082	0.0416666666667
2123	0.0416666666667
2221	0.03125
2222	0.03125
2376	0.03125
2377	-0.0104166666667
2399	-0.0239583333333
2400	-0.0239583333333
2481	-0.0572916666667
2482	-0.0114583333333
2558	-0.0114583333333
2624	-0.0114583333333
2769	-0.0114583333333
2848	-0.0114583333333
2849	-0.009375
2971	-0.009375
3084	-0.0177083333333
3085	0.0239583333333
3100	0.0375
3203	0.0643518518519
3204	0.0643518518519
3273	0.0268518518519
3437	0.0268518518519
3438	-0.0273148148148
3491	-0.0106481481481
3674	-0.0106481481481
3675	0.0365740740741
3825	0.0365740740741
3826	0.0511574074074
3857	0.0511574074074
4003	0.0511574074074
4144	0.0159722222222
4255	0.0159722222222
4337	0.00763888888889
4429	0.0239722222222
4430	0.0531388888889
4556	0.0364722222222
4637	0.0364722222222
4830	-0.00519444444444
4831	-0.00519444444444
4983	-0.0114444444444
5047	0.0302222222222
5048	0.0302222222222
5122	0.0385555555556
5215	0.0302222222222
5216	0.0302222222222
5299	0.0138888888889
5357	0.0388888888889
5484	0.05
5550	0.05
5598	0.0444444444444
5599	0.0298611111111
5653	0.0298611111111
5654	-0.0118055555556
5747	-0.0118055555556
5863	-0.0118055555556
6000	-0.0173611111111
6177	0.00347222222222
6178	0.00347222222222
6195	0.0118055555556
6238	0.000694444444444
6239	0.0149305555556
6436	0.0149305555556
6549	0.0774305555556
6550	0.0774305555556
6677	0.0774305555556
6678	0.0774305555556
6804	0.0774305555556
6805	0.139236111111
6908	0.118402777778
6909	0.132638888889
