position	sentiment
0	0.134722222222
28	0.134722222222
126	0.190972222222
232	0.195138888889
467	0.170138888889
565	0.170138888889
656	0.113194444444
771	0.146527777778
984	0.123958333333
1139	0.123958333333
1254	0.0947916666667
1319	0.116666666667
1436	0.133333333333
1600	0.141666666667
1730	0.125694444444
1825	0.167361111111
1923	0.167361111111
2131	0.167361111111
2299	0.184027777778
2452	0.167361111111
2552	0.180208333333
2684	0.180208333333
2829	0.184375
2935	0.125
3051	0.108333333333
3273	0.0958333333333
3429	0.0409722222222
3551	0.000694444444444
3680	0.000694444444444
3767	0.000694444444444
3955	0.0184027777778
4108	0.00590277777778
4249	-0.00902777777778
4328	-0.00902777777778
4434	0.0215277777778
4543	0.0590277777778
4646	0.0895833333333
4815	0.120138888889
4976	0.134722222222
5093	0.129166666667
5165	0.129166666667
5198	0.1625
5378	0.144791666667
5494	0.0864583333333
5616	0.0708333333333
5885	0.0819444444444
5997	0.0513888888889
6118	0.0513888888889
6186	0.0319444444444
6339	0.00138888888889
6487	-0.0527777777778
6633	-0.0527777777778
