position	sentiment
0	-0.025462962963
29	-0.025462962963
193	-0.0532407407407
309	-0.0587962962963
506	-0.0550925925926
622	-0.00300925925926
697	0.00810185185185
783	0.00810185185185
868	0.00810185185185
987	0.0143518518519
1087	0.0513888888889
1183	0.0541666666667
1315	0.0541666666667
1481	0.0791666666667
1518	0.106944444444
1562	0.123611111111
1670	0.169444444444
1741	0.156944444444
1802	0.1375
1952	0.1375
2048	0.1375
2209	0.1375
2331	0.1125
2453	0.108333333333
2589	0.136111111111
2620	0.152777777778
2685	0.161111111111
2808	0.211111111111
2911	0.165277777778
3077	0.131944444444
3235	0.140277777778
3299	0.140277777778
3426	0.140277777778
3555	0.140277777778
3671	0.131944444444
3808	0.136111111111
3882	0.166666666667
