position	sentiment
0	0.102777777778
45	0.102777777778
93	0.102777777778
167	0.102777777778
277	0.173611111111
328	0.156944444444
412	0.156944444444
567	0.102777777778
656	0.102777777778
790	0.0611111111111
883	0.0611111111111
1080	0.0611111111111
1101	0.0611111111111
1279	0.0722222222222
1383	0.102777777778
1578	0.102777777778
1645	0.0319444444444
1729	0.0541666666667
1862	0.0541666666667
2012	0.125
2056	0.166666666667
2102	0.161111111111
2194	0.161111111111
2309	0.161111111111
2391	0.161111111111
2458	0.188888888889
2574	0.158333333333
2617	0.116666666667
2636	0.141666666667
2667	0.129166666667
2709	0.120833333333
2833	0.104166666667
2870	0.0916666666667
3029	0.0916666666667
3181	0.0916666666667
3409	0.122222222222
3517	0.168055555556
3642	0.125
3810	0.125
3943	0.202083333333
3956	0.177083333333
4077	0.136805555556
4270	0.145138888889
4432	0.190972222222
4474	0.161805555556
4555	0.161805555556
4662	0.190972222222
4721	0.11875
4852	0.11875
4931	0.114583333333
5017	0.160416666667
5076	0.136111111111
5250	0.136111111111
5430	0.144444444444
5473	0.144444444444
5541	0.156944444444
5617	0.165277777778
5678	0.170833333333
5802	0.141666666667
5875	0.183333333333
5923	0.1375
5986	0.1375
6054	0.0916666666667
6236	0.0805555555556
6330	0.0805555555556
6365	0.0722222222222
6504	0.0777777777778
