position	sentiment
0	-0.103958333333
17	-0.103958333333
77	-0.0352083333333
269	-0.0228125
270	-0.0228125
392	0.0146875
506	0.0146875
523	0.0146875
561	0.0542708333333
904	0.0535763888889
905	0.0535763888889
1083	0.0659722222222
1127	0.0871527777778
1177	0.0350694444444
1232	-0.0107638888889
1387	-0.000347222222222
1434	-0.000347222222222
1435	-0.053125
1609	-0.053125
1745	-0.053125
1774	-0.0885416666667
1852	-0.0746990740741
1881	-0.0746990740741
2050	-0.0330324074074
2074	-0.0146296296296
2075	0.0374537037037
2170	0.0902314814815
2262	0.0798148148148
2342	0.109444444444
2382	0.141388888889
2482	0.141388888889
2483	0.141388888889
2529	0.137222222222
2612	0.203240740741
2833	0.203240740741
2857	0.161574074074
2858	0.144907407407
2962	0.144907407407
3053	0.15462962963
3122	0.15462962963
3123	0.125
