position	sentiment
0	0.170138888889
19	0.170138888889
78	0.153472222222
198	0.143055555556
325	0.133680555556
370	0.133680555556
404	0.179513888889
510	0.179513888889
622	0.179513888889
701	0.219791666667
702	0.210416666667
760	0.136111111111
801	0.119444444444
839	0.130555555556
890	0.130555555556
1094	0.0847222222222
1162	0.0847222222222
1271	0.0847222222222
1379	0.0805555555556
1427	0.0638888888889
1586	0.0638888888889
1653	0.0236111111111
1765	0.0236111111111
1766	0.0416666666667
1841	0.0416666666667
1920	0.0208333333333
2041	0.0208333333333
2042	0.0770833333333
2090	0.0770833333333
2118	0.0395833333333
2130	0.0229166666667
2208	0.0361111111111
2209	0.0361111111111
2352	0.0430555555556
2402	0.0430555555556
2470	0.0791666666667
2531	0.0791666666667
2735	0.0833333333333
2736	0.0833333333333
2946	0.0270833333333
2947	0.0631944444444
3121	0.100694444444
3122	0.0826388888889
