position	sentiment
0	-0.231944444444
14	-0.231944444444
145	-0.1875
213	-0.125
274	-0.0291666666667
447	0.0625
527	0.0409722222222
578	0.0868055555556
688	0.0652777777778
748	0.161111111111
828	0.215277777778
978	0.223611111111
1040	0.273611111111
1155	0.319444444444
1302	0.327777777778
1460	0.331944444444
1498	0.301388888889
1565	0.213888888889
1647	0.213888888889
1713	0.168055555556
1783	0.190972222222
1843	0.153472222222
1942	0.157638888889
2066	0.165972222222
2121	0.124305555556
2174	0.0784722222222
2287	0.0340277777778
2368	-0.0159722222222
2445	-0.00416666666667
2477	0.05
2505	0.05
2558	0.05
2641	0.0854166666667
2733	0.13125
2773	0.127083333333
2838	0.185416666667
2930	0.185416666667
3045	0.185416666667
3142	0.21875
3179	0.21875
3248	0.195833333333
3338	0.222916666667
3421	0.222916666667
3422	0.253472222222
3493	0.195138888889
3550	0.149305555556
3625	0.149305555556
3739	0.0909722222222
3811	0.0909722222222
3954	0.0909722222222
3980	0.0576388888889
4022	0.0576388888889
4068	0.0881944444444
