position	sentiment
0	0.0666666666667
15	0.0666666666667
111	0.0291666666667
210	0.0229166666667
244	-0.01875
397	-0.01875
398	-0.01875
466	-0.00208333333333
612	-0.00208333333333
742	-0.00208333333333
818	-0.0479166666667
819	-0.04375
879	-0.04375
973	-0.04375
992	0.01875
1029	0.0291666666667
1030	0.025
1238	0.025
1293	0.025
1294	0.025
1358	0.0611111111111
1423	0.0611111111111
1424	0.0611111111111
1486	0.0611111111111
1606	0.0527777777778
1607	0.0777777777778
1733	0.0527777777778
1849	0.0361111111111
1850	0.0361111111111
1935	0.0361111111111
2092	0.0361111111111
2220	0.0611111111111
2221	0.0361111111111
2295	0.0361111111111
2406	0.0402777777778
2407	0.0402777777778
2465	0.0736111111111
2529	0.0486111111111
2602	0.0486111111111
2603	0.0652777777778
2748	0.0902777777778
2783	0.0902777777778
2813	0.0902777777778
2912	0.0652777777778
2976	0.0791666666667
3011	0.0791666666667
3043	0.075
3149	0.1
3183	0.075
3217	0.075
3248	0.075
3349	0.075
3383	0.05
3413	0.05
3475	0.05
3489	0.05
3585	0.025
3586	0.025
3719	0.025
3720	0.0
3777	0.0
3803	0.0
3939	0.0333333333333
3940	0.075
4069	0.075
4070	0.10625
4159	0.10625
4185	0.10625
4263	0.10625
4325	0.10625
4326	0.10625
4411	0.10625
4412	0.10625
4577	0.10625
4578	0.0729166666667
4620	0.03125
4721	0.03125
4820	0.0
4918	0.0
4919	0.0
